Symbol,Company Name,Industry
HBLENGINE.NS,HBL Engineering Ltd.,Capital Goods
HDFCAMC.NS,HDFC Asset Management Company Ltd.,Financial Services
HFCL.NS,HFCL Ltd.,Telecommunication
HAPPSTMNDS.NS,Happiest Minds Technologies Ltd.,Information Technology
HEROMOTOCO.NS,Hero MotoCorp Ltd.,Automobile and Auto Components
HEXT.NS,Hexaware Technologies Ltd.,Information Technology
HSCL.NS,Himadri Speciality Chemical Ltd.,Chemicals
HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining
HINDPETRO.NS,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
POWERINDIA.NS,Hitachi Energy India Ltd.,Capital Goods
HOMEFIRST.NS,Home First Finance Company India Ltd.,Financial Services
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods
HONAUT.NS,Honeywell Automation India Ltd.,Capital Goods
HUDCO.NS,Housing & Urban Development Corporation Ltd.,Financial Services
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Ltd.,Financial Services
IDBI.NS,IDBI Bank Ltd.,Financial Services
IDFCFIRSTB.NS,IDFC First Bank Ltd.,Financial Services
IFCI.NS,IFCI Ltd.,Financial Services
IIFL.NS,IIFL Finance Ltd.,Financial Services
INOXINDIA.NS,INOX India Ltd.,Capital Goods
IRB.NS,IRB Infrastructure Developers Ltd.,Construction
IRCON.NS,IRCON International Ltd.,Construction
ITCHOTELS.NS,ITC Hotels Ltd.,Consumer Services
ITI.NS,ITI Ltd.,Telecommunication
INDGN.NS,Indegene Ltd.,Healthcare
INDIACEM.NS,India Cements Ltd.,Construction Materials
INDIAMART.NS,Indiamart Intermesh Ltd.,Consumer Services
INDIANB.NS,Indian Bank,Financial Services
IEX.NS,Indian Energy Exchange Ltd.,Financial Services
IOB.NS,Indian Overseas Bank,Financial Services
IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services
IREDA.NS,Indian Renewable Energy Development Agency Ltd.,Financial Services
IGL.NS,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels
INDUSTOWER.NS,Indus Towers Ltd.,Telecommunication
INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services
INOXWIND.NS,Inox Wind Ltd.,Capital Goods
INTELLECT.NS,Intellect Design Arena Ltd.,Information Technology
IGIL.NS,International Gemmological Institute (India) Ltd.,Services
IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology
IPCALAB.NS,Ipca Laboratories Ltd.,Healthcare
JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare
JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials
JBMA.NS,JBM Auto Ltd.,Automobile and Auto Components
JKTYRE.NS,JK Tyre & Industries Ltd.,Automobile and Auto Components
JMFINANCIL.NS,JM Financial Ltd.,Financial Services
JSWINFRA.NS,JSW Infrastructure Ltd.,Services
JPPOWER.NS,Jaiprakash Power Ventures Ltd.,Power
J&KBANK.NS,Jammu & Kashmir Bank Ltd.,Financial Services
JINDALSAW.NS,Jindal Saw Ltd.,Capital Goods
JSL.NS,Jindal Stainless Ltd.,Metals & Mining
JUBLFOOD.NS,Jubilant Foodworks Ltd.,Consumer Services
JUBLINGREA.NS,Jubilant Ingrevia Ltd.,Chemicals
JUBLPHARMA.NS,Jubilant Pharmova Ltd.,Healthcare
JWL.NS,Jupiter Wagons Ltd.,Capital Goods
JYOTHYLAB.NS,Jyothy Labs Ltd.,Fast Moving Consumer Goods
JYOTICNC.NS,Jyoti CNC Automation Ltd.,Capital Goods
KPRMILL.NS,K.P.R. Mill Ltd.,Textiles
KEI.NS,KEI Industries Ltd.,Capital Goods
KPITTECH.NS,KPIT Technologies Ltd.,Information Technology
KSB.NS,KSB Ltd.,Capital Goods
KAJARIACER.NS,Kajaria Ceramics Ltd.,Consumer Durables
KPIL.NS,Kalpataru Projects International Ltd.,Construction
KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables
KARURVYSYA.NS,Karur Vysya Bank Ltd.,Financial Services
KAYNES.NS,Kaynes Technology India Ltd.,Capital Goods
KEC.NS,Kec International Ltd.,Construction
KFINTECH.NS,Kfin Technologies Ltd.,Financial Services
KIRLOSBROS.NS,Kirloskar Brothers Ltd.,Capital Goods
KIRLOSENG.NS,Kirloskar Oil Eng Ltd.,Capital Goods
KIMS.NS,Krishna Institute of Medical Sciences Ltd.,Healthcare
LTF.NS,L&T Finance Ltd.,Financial Services
LTTS.NS,L&T Technology Services Ltd.,Information Technology
LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services
LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods
LATENTVIEW.NS,Latent View Analytics Ltd.,Information Technology
LAURUSLABS.NS,Laurus Labs Ltd.,Healthcare
THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services
LEMONTREE.NS,Lemon Tree Hotels Ltd.,Consumer Services
LINDEINDIA.NS,Linde India Ltd.,Chemicals
LLOYDSME.NS,Lloyds Metals And Energy Ltd.,Metals & Mining
LUPIN.NS,Lupin Ltd.,Healthcare
MMTC.NS,MMTC Ltd.,Services
MRF.NS,MRF Ltd.,Automobile and Auto Components
MGL.NS,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services
MAHSEAMLES.NS,Maharashtra Seamless Ltd.,Capital Goods
M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services
MANAPPURAM.NS,Manappuram Finance Ltd.,Financial Services
MRPL.NS,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels
MANKIND.NS,Mankind Pharma Ltd.,Healthcare
MARICO.NS,Marico Ltd.,Fast Moving Consumer Goods
MFSL.NS,Max Financial Services Ltd.,Financial Services
METROPOLIS.NS,Metropolis Healthcare Ltd.,Healthcare
MINDACORP.NS,Minda Corporation Ltd.,Automobile and Auto Components
MSUMI.NS,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components
MOTILALOFS.NS,Motilal Oswal Financial Services Ltd.,Financial Services
MPHASIS.NS,MphasiS Ltd.,Information Technology
MCX.NS,Multi Commodity Exchange of India Ltd.,Financial Services
MUTHOOTFIN.NS,Muthoot Finance Ltd.,Financial Services
NATCOPHARM.NS,NATCO Pharma Ltd.,Healthcare
NBCC.NS,NBCC (India) Ltd.,Construction
NCC.NS,NCC Ltd.,Construction
NHPC.NS,NHPC Ltd.,Power
NLCINDIA.NS,NLC India Ltd.,Power
NMDC.NS,NMDC Ltd.,Metals & Mining
NSLNISP.NS,NMDC Steel Ltd.,Metals & Mining
NTPCGREEN.NS,NTPC Green Energy Ltd.,Power
NH.NS,Narayana Hrudayalaya Ltd.,Healthcare
NATIONALUM.NS,National Aluminium Co. Ltd.,Metals & Mining
NAVA.NS,Nava Ltd.,Power
NAVINFLUOR.NS,Navin Fluorine International Ltd.,Chemicals
NETWEB.NS,Netweb Technologies India Ltd.,Information Technology
NEULANDLAB.NS,Neuland Laboratories Ltd.,Healthcare
NEWGEN.NS,Newgen Software Technologies Ltd.,Information Technology
NAM-INDIA.NS,Nippon Life India Asset Management Ltd.,Financial Services
NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services
NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services
NUVOCO.NS,Nuvoco Vistas Corporation Ltd.,Construction Materials
OBEROIRLTY.NS,Oberoi Realty Ltd.,Realty
OIL.NS,Oil India Ltd.,Oil Gas & Consumable Fuels
OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components
OLECTRA.NS,Olectra Greentech Ltd.,Automobile and Auto Components
PAYTM.NS,One 97 Communications Ltd.,Financial Services
ONESOURCE.NS,Onesource Specialty Pharma Ltd.,Healthcare
OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology
POLICYBZR.NS,PB Fintech Ltd.,Financial Services
PCBL.NS,PCBL Chemical Ltd.,Chemicals
PGEL.NS,PG Electroplast Ltd.,Consumer Durables
PIIND.NS,PI Industries Ltd.,Chemicals
PNBHOUSING.NS,PNB Housing Finance Ltd.,Financial Services
PTCIL.NS,PTC Industries Ltd.,Capital Goods
PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication
PAGEIND.NS,Page Industries Ltd.,Textiles
PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods
PERSISTENT.NS,Persistent Systems Ltd.,Information Technology
PETRONET.NS,Petronet LNG Ltd.,Oil Gas & Consumable Fuels
PFIZER.NS,Pfizer Ltd.,Healthcare
PHOENIXLTD.NS,Phoenix Mills Ltd.,Realty
PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare
POLYMED.NS,Poly Medicure Ltd.,Healthcare
POLYCAB.NS,Polycab India Ltd.,Capital Goods
POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services
PRAJIND.NS,Praj Industries Ltd.,Capital Goods
PREMIERENE.NS,Premier Energies Ltd.,Capital Goods
PRESTIGE.NS,Prestige Estates Projects Ltd.,Realty
PGHH.NS,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods
RRKABEL.NS,R R Kabel Ltd.,Capital Goods
RBLBANK.NS,RBL Bank Ltd.,Financial Services
RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods
RITES.NS,RITES Ltd.,Construction
RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods
RVNL.NS,Rail Vikas Nigam Ltd.,Construction
RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication
RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare
RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components
RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals
REDINGTON.NS,Redington Ltd.,Services
RELINFRA.NS,Reliance Infrastructure Ltd.,Power
RPOWER.NS,Reliance Power Ltd.,Power
SBFC.NS,SBFC Finance Ltd.,Financial Services
SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services
SJVN.NS,SJVN Ltd.,Power
SKFINDIA.NS,SKF India Ltd.,Automobile and Auto Components
SRF.NS,SRF Ltd.,Chemicals
SAGILITY.NS,Sagility Ltd.,Information Technology
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services
SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services
SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining
SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication
SCHAEFFLER.NS,Schaeffler India Ltd.,Automobile and Auto Components
SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods
SCI.NS,Shipping Corporation of India Ltd.,Services
SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods
SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty
SOBHA.NS,Sobha Ltd.,Realty
SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components
SONATSOFTW.NS,Sonata Software Ltd.,Information Technology
STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services
SAIL.NS,Steel Authority of India Ltd.,Metals & Mining
SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals
SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication
SUNDARMFIN.NS,Sundaram Finance Ltd.,Financial Services
SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components
SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods
SUZLON.NS,Suzlon Energy Ltd.,Capital Goods
SWANCORP.NS,Swan Corp Ltd.,Chemicals
SWIGGY.NS,Swiggy Ltd.,Consumer Services
SYNGENE.NS,Syngene International Ltd.,Healthcare
SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods
TBOTEK.NS,TBO Tek Ltd.,Consumer Services
TATACHEM.NS,Tata Chemicals Ltd.,Chemicals
TATACOMM.NS,Tata Communications Ltd.,Telecommunication
TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services
TATATECH.NS,Tata Technologies Ltd.,Information Technology
TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication
TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction
TEJASNET.NS,Tejas Networks Ltd.,Telecommunication
NIACL.NS,The New India Assurance Company Ltd.,Financial Services
RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials
THERMAX.NS,Thermax Ltd.,Capital Goods
TIMKEN.NS,Timken India Ltd.,Capital Goods
TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods
TORNTPOWER.NS,Torrent Power Ltd.,Power
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods
TRIDENT.NS,Trident Ltd.,Textiles
TRIVENI.NS,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods
TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods
TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components
UCOBANK.NS,UCO Bank,Financial Services
UNOMINDA.NS,UNO Minda Ltd.,Automobile and Auto Components
UPL.NS,UPL Ltd.,Chemicals
UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services
UNIONBANK.NS,Union Bank of India,Financial Services
UBL.NS,United Breweries Ltd.,Fast Moving Consumer Goods
USHAMART.NS,Usha Martin Ltd.,Capital Goods
VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables
DBREALTY.NS,Valor Estate Ltd.,Consumer Services
VTL.NS,Vardhman Textiles Ltd.,Textiles
MANYAVAR.NS,Vedant Fashions Ltd.,Consumer Services
VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services
VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare
VMM.NS,Vishal Mega Mart Ltd.,Consumer Services
IDEA.NS,Vodafone Idea Ltd.,Telecommunication
VOLTAS.NS,Voltas Ltd.,Consumer Durables
WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods
WELCORP.NS,Welspun Corp Ltd.,Capital Goods
WELSPUNLIV.NS,Welspun Living Ltd.,Textiles
WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables
WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare
YESBANK.NS,Yes Bank Ltd.,Financial Services
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components
ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods
ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology
ECLERX.NS,eClerx Services Ltd.,Services
