Symbol,Company Name,Industry
LUMAXTECH.NS,Lumax Auto Technologies Ltd.,Automobile and Auto Components
LUPIN.NS,Lupin Ltd.,Healthcare
LUXIND.NS,Lux Industries Ltd.,Textiles
MMTC.NS,MMTC Ltd.,Services
MOIL.NS,MOIL Ltd.,Metals & Mining
MRF.NS,MRF Ltd.,Automobile and Auto Components
MSTCLTD.NS,MSTC Ltd.,Services
MTARTECH.NS,MTAR Technologies Ltd.,Capital Goods
MGL.NS,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services
MAHSEAMLES.NS,Maharashtra Seamless Ltd.,Capital Goods
M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services
M&M.NS,Mahindra & Mahindra Ltd.,Automobile and Auto Components
MAHLIFE.NS,Mahindra Lifespace Developers Ltd.,Realty
MANINFRA.NS,Man Infraconstruction Ltd.,Construction
MANAPPURAM.NS,Manappuram Finance Ltd.,Financial Services
MRPL.NS,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels
MANKIND.NS,Mankind Pharma Ltd.,Healthcare
MANORAMA.NS,Manorama Industries Ltd.,Fast Moving Consumer Goods
MARICO.NS,Marico Ltd.,Fast Moving Consumer Goods
MARKSANS.NS,Marksans Pharma Ltd.,Healthcare
MARUTI.NS,Maruti Suzuki India Ltd.,Automobile and Auto Components
MASTEK.NS,Mastek Ltd.,Information Technology
MAXESTATES.NS,Max Estates Ltd.,Realty
MFSL.NS,Max Financial Services Ltd.,Financial Services
MAXHEALTH.NS,Max Healthcare Institute Ltd.,Healthcare
MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,Capital Goods
MEDPLUS.NS,Medplus Health Services Ltd.,Consumer Services
METROPOLIS.NS,Metropolis Healthcare Ltd.,Healthcare
MINDACORP.NS,Minda Corporation Ltd.,Automobile and Auto Components
MIDHANI.NS,Mishra Dhatu Nigam Ltd.,Capital Goods
MSUMI.NS,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components
MOTILALOFS.NS,Motilal Oswal Financial Services Ltd.,Financial Services
MPHASIS.NS,MphasiS Ltd.,Information Technology
BECTORFOOD.NS,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods
MCX.NS,Multi Commodity Exchange of India Ltd.,Financial Services
MUTHOOTFIN.NS,Muthoot Finance Ltd.,Financial Services
NATCOPHARM.NS,NATCO Pharma Ltd.,Healthcare
NBCC.NS,NBCC (India) Ltd.,Construction
NCC.NS,NCC Ltd.,Construction
NEOGEN.NS,NEOGEN CHEMICALS LTD.,Chemicals
NESCO.NS,NESCO Ltd.,Services
NHPC.NS,NHPC Ltd.,Power
NLCINDIA.NS,NLC India Ltd.,Power
NMDC.NS,NMDC Ltd.,Metals & Mining
NSLNISP.NS,NMDC Steel Ltd.,Metals & Mining
NTPCGREEN.NS,NTPC Green Energy Ltd.,Power
NTPC.NS,NTPC Ltd.,Power
NH.NS,Narayana Hrudayalaya Ltd.,Healthcare
NATIONALUM.NS,National Aluminium Co. Ltd.,Metals & Mining
NFL.NS,National Fertilizers Ltd.,Chemicals
NAVA.NS,Nava Ltd.,Power
NAVINFLUOR.NS,Navin Fluorine International Ltd.,Chemicals
NAZARA.NS,Nazara Technologies Ltd.,Media Entertainment & Publication
NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods
NETWEB.NS,Netweb Technologies India Ltd.,Information Technology
NETWORK18.NS,Network18 Media & Investments Ltd.,Media Entertainment & Publication
NEULANDLAB.NS,Neuland Laboratories Ltd.,Healthcare
NEWGEN.NS,Newgen Software Technologies Ltd.,Information Technology
NAM-INDIA.NS,Nippon Life India Asset Management Ltd.,Financial Services
NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services
NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services
NUVOCO.NS,Nuvoco Vistas Corporation Ltd.,Construction Materials
OBEROIRLTY.NS,Oberoi Realty Ltd.,Realty
ONGC.NS,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels
OIL.NS,Oil India Ltd.,Oil Gas & Consumable Fuels
OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components
OLECTRA.NS,Olectra Greentech Ltd.,Automobile and Auto Components
PAYTM.NS,One 97 Communications Ltd.,Financial Services
ONESOURCE.NS,Onesource Specialty Pharma Ltd.,Healthcare
OPTIEMUS.NS,Optiemus Infracom Ltd.,Telecommunication
OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology
ORCHPHARMA.NS,Orchid Pharma Ltd.,Healthcare
ORIENTCEM.NS,Orient Cement Ltd.,Construction Materials
OSWALPUMPS.NS,Oswal Pumps Ltd.,Capital Goods
PNGJL.NS,P N Gadgil Jewellers Ltd.,Consumer Durables
POLICYBZR.NS,PB Fintech Ltd.,Financial Services
PCJEWELLER.NS,PC Jeweller Ltd.,Consumer Durables
PCBL.NS,PCBL Chemical Ltd.,Chemicals
PGEL.NS,PG Electroplast Ltd.,Consumer Durables
PIIND.NS,PI Industries Ltd.,Chemicals
PNBHOUSING.NS,PNB Housing Finance Ltd.,Financial Services
PNCINFRA.NS,PNC Infratech Ltd.,Construction
PTC.NS,PTC India Ltd.,Power
PTCIL.NS,PTC Industries Ltd.,Capital Goods
PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication
PAGEIND.NS,Page Industries Ltd.,Textiles
PARADEEP.NS,Paradeep Phosphates Ltd.,Chemicals
PARAS.NS,Paras Defence and Space Technologies Ltd.,Capital Goods
PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods
PATELENG.NS,Patel Engineering Ltd.,Construction
PGIL.NS,Pearl Global Industries Ltd.,Textiles
PERSISTENT.NS,Persistent Systems Ltd.,Information Technology
PETRONET.NS,Petronet LNG Ltd.,Oil Gas & Consumable Fuels
PFIZER.NS,Pfizer Ltd.,Healthcare
PHOENIXLTD.NS,Phoenix Mills Ltd.,Realty
PIDILITIND.NS,Pidilite Industries Ltd.,Chemicals
PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare
POLYMED.NS,Poly Medicure Ltd.,Healthcare
POLYCAB.NS,Polycab India Ltd.,Capital Goods
POLYPLEX.NS,Polyplex Corporation Ltd.,Capital Goods
POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services
PFC.NS,Power Finance Corporation Ltd.,Financial Services
POWERGRID.NS,Power Grid Corporation of India Ltd.,Power
POWERMECH.NS,Power Mech Projects Ltd.,Construction
PRAJIND.NS,Praj Industries Ltd.,Capital Goods
PREMIERENE.NS,Premier Energies Ltd.,Capital Goods
PRESTIGE.NS,Prestige Estates Projects Ltd.,Realty
PRICOLLTD.NS,Pricol Ltd.,Automobile and Auto Components
PRINCEPIPE.NS,Prince Pipes and Fittings Ltd.,Capital Goods
PRSMJOHNSN.NS,Prism Johnson Ltd.,Construction Materials
PRIVISCL.NS,Privi Speciality Chemicals Ltd.,Chemicals
PGHH.NS,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods
PRUDENT.NS,Prudent Corporate Advisory Services Ltd.,Financial Services
PNB.NS,Punjab National Bank,Financial Services
PURVA.NS,Puravankara Ltd.,Realty
QUESS.NS,Quess Corp Ltd.,Services
RRKABEL.NS,R R Kabel Ltd.,Capital Goods
RBLBANK.NS,RBL Bank Ltd.,Financial Services
RECLTD.NS,REC Ltd.,Financial Services
RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods
RITES.NS,RITES Ltd.,Construction
RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods
RVNL.NS,Rail Vikas Nigam Ltd.,Construction
RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication
RAIN.NS,Rain Industries Ltd,Chemicals
RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare
RAJESHEXPO.NS,Rajesh Exports Ltd.,Consumer Durables
RALLIS.NS,Rallis India Ltd.,Chemicals
RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components
RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals
RATEGAIN.NS,Rategain Travel Technologies Ltd.,Information Technology
RATNAMANI.NS,Ratnamani Metals & Tubes Ltd.,Capital Goods
RTNINDIA.NS,RattanIndia Enterprises Ltd.,Consumer Services
RTNPOWER.NS,RattanIndia Power Ltd.,Power
RAYMONDLSL.NS,Raymond Lifestyle Ltd.,Textiles
REDINGTON.NS,Redington Ltd.,Services
REFEX.NS,Refex Industries Ltd.,Chemicals
RELAXO.NS,Relaxo Footwears Ltd.,Consumer Durables
RELIANCE.NS,Reliance Industries Ltd.,Oil Gas & Consumable Fuels
RELINFRA.NS,Reliance Infrastructure Ltd.,Power
RPOWER.NS,Reliance Power Ltd.,Power
RELIGARE.NS,Religare Enterprises Ltd.,Financial Services
RBA.NS,Restaurant Brands Asia Ltd.,Consumer Services
ROUTE.NS,Route Mobile Ltd.,Telecommunication
SBFC.NS,SBFC Finance Ltd.,Financial Services
SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services
SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services
SJVN.NS,SJVN Ltd.,Power
SKFINDIA.NS,SKF India Ltd.,Automobile and Auto Components
SKYGOLD.NS,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables
SRF.NS,SRF Ltd.,Chemicals
SAFARI.NS,Safari Industries (India) Ltd.,Consumer Durables
SAGILITY.NS,Sagility Ltd.,Information Technology
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare
SAMHI.NS,Samhi Hotels Ltd.,Consumer Services
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services
MOTHERSON.NS,Samvardhana Motherson International Ltd.,Automobile and Auto Components
SANDUMA.NS,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels
SANOFICONR.NS,Sanofi Consumer Healthcare India Ltd.,Healthcare
SANOFI.NS,Sanofi India Ltd.,Healthcare
SANSERA.NS,Sansera Engineering Ltd.,Automobile and Auto Components
SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services
SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining
SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication
SCHAEFFLER.NS,Schaeffler India Ltd.,Automobile and Auto Components
SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods
SENCO.NS,Senco Gold Ltd.,Consumer Durables
SEQUENT.NS,Sequent Scientific Ltd.,Healthcare
SHAILY.NS,Shaily Engineering Plastics Ltd.,Capital Goods
SHAKTIPUMP.NS,Shakti Pumps (India) Ltd.,Capital Goods
SHARDACROP.NS,Sharda Cropchem Ltd.,Chemicals
SHARDAMOTR.NS,Sharda Motor Industries Ltd.,Automobile and Auto Components
SHAREINDIA.NS,Share India Securities Ltd.,Financial Services
SFL.NS,Sheela Foam Ltd.,Consumer Durables
SHILPAMED.NS,Shilpa Medicare Ltd.,Healthcare
SCI.NS,Shipping Corporation of India Ltd.,Services
SHREECEM.NS,Shree Cement Ltd.,Construction Materials
RENUKA.NS,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods
SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services
SHRIPISTON.NS,Shriram Pistons & Rings Ltd.,Automobile and Auto Components
SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods
ENRIN.NS,Siemens Energy India Ltd.,Capital Goods
SIEMENS.NS,Siemens Ltd.,Capital Goods
SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty
SKIPPER.NS,Skipper Ltd.,Capital Goods
SOBHA.NS,Sobha Ltd.,Realty
SOLARINDS.NS,Solar Industries India Ltd.,Chemicals
SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components
SONATSOFTW.NS,Sonata Software Ltd.,Information Technology
SOUTHBANK.NS,South Indian Bank Ltd.,Financial Services
STARCEMENT.NS,Star Cement Ltd.,Construction Materials
STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services
SBIN.NS,State Bank of India,Financial Services
SAIL.NS,Steel Authority of India Ltd.,Metals & Mining
SWSOLAR.NS,Sterling and Wilson Renewable Energy Ltd.,Construction
STLTECH.NS,Sterlite Technologies Ltd.,Telecommunication
STAR.NS,Strides Pharma Science Ltd.,Healthcare
STYRENIX.NS,Styrenix Performance Materials Ltd.,Chemicals
SUBROS.NS,Subros Ltd.,Capital Goods
SUDARSCHEM.NS,Sudarshan Chemical Industries Ltd.,Chemicals
SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals
SPARC.NS,Sun Pharma Advanced Research Company Ltd.,Healthcare
SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare
SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication
SUNDARMFIN.NS,Sundaram Finance Ltd.,Financial Services
SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components
SUNFLAG.NS,Sunflag Iron & Steel Company Ltd.,Capital Goods
SUNTECK.NS,Sunteck Realty Ltd.,Realty
SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods
SUPRIYA.NS,Supriya Lifescience Ltd.,Healthcare
SURYAROSNI.NS,Surya Roshni Ltd.,Capital Goods
SUZLON.NS,Suzlon Energy Ltd.,Capital Goods
SWANCORP.NS,Swan Corp Ltd.,Chemicals
SWIGGY.NS,Swiggy Ltd.,Consumer Services
SYMPHONY.NS,Symphony Ltd.,Consumer Durables
SYNGENE.NS,Syngene International Ltd.,Healthcare
SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods
TARC.NS,TARC Ltd.,Realty
TBOTEK.NS,TBO Tek Ltd.,Consumer Services
TDPOWERSYS.NS,TD Power Systems Ltd.,Capital Goods
TSFINV.NS,TSF Investments Ltd.,Financial Services
TVSMOTOR.NS,TVS Motor Company Ltd.,Automobile and Auto Components
TVSSCS.NS,TVS Supply Chain Solutions Ltd.,Services
TANLA.NS,Tanla Platforms Ltd.,Information Technology
TATACHEM.NS,Tata Chemicals Ltd.,Chemicals
TATACOMM.NS,Tata Communications Ltd.,Telecommunication
TCS.NS,Tata Consultancy Services Ltd.,Information Technology
TATACONSUM.NS,Tata Consumer Products Ltd.,Fast Moving Consumer Goods
TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services
TMPV.NS,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components
TATAPOWER.NS,Tata Power Co. Ltd.,Power
TATASTEEL.NS,Tata Steel Ltd.,Metals & Mining
TATATECH.NS,Tata Technologies Ltd.,Information Technology
TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication
TEAMLEASE.NS,Teamlease Services Ltd.,Services
TECHM.NS,Tech Mahindra Ltd.,Information Technology
TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction
TEGA.NS,Tega Industries Ltd.,Capital Goods
TEJASNET.NS,Tejas Networks Ltd.,Telecommunication
TEXRAIL.NS,Texmaco Rail & Eng. Ltd.,Capital Goods
THANGAMAYL.NS,Thangamayil Jewellery Ltd.,Consumer Durables
ANUP.NS,The Anup Engineering Ltd.,Capital Goods
NIACL.NS,The New India Assurance Company Ltd.,Financial Services
RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials
THERMAX.NS,Thermax Ltd.,Capital Goods
THOMASCOOK.NS,Thomas Cook (India) Ltd.,Consumer Services
THYROCARE.NS,Thyrocare Technologies Ltd.,Healthcare
TI.NS,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods
TIMETECHNO.NS,Time Technoplast Ltd.,Capital Goods
TIMKEN.NS,Timken India Ltd.,Capital Goods
TIPSMUSIC.NS,Tips Music Ltd.,Media Entertainment & Publication
TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods
TITAN.NS,Titan Company Ltd.,Consumer Durables
TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare
TORNTPOWER.NS,Torrent Power Ltd.,Power
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods
TRANSRAILL.NS,Transrail Lighting Ltd.,Capital Goods
TRENT.NS,Trent Ltd.,Consumer Services
TRIDENT.NS,Trident Ltd.,Textiles
TRIVENI.NS,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods
TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods
TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components
UCOBANK.NS,UCO Bank,Financial Services
UNOMINDA.NS,UNO Minda Ltd.,Automobile and Auto Components
UPL.NS,UPL Ltd.,Chemicals
UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services
UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd.,Financial Services
ULTRACEMCO.NS,UltraTech Cement Ltd.,Construction Materials
UNIMECH.NS,Unimech Aerospace and Manufacturing Ltd.,Capital Goods
UNIONBANK.NS,Union Bank of India,Financial Services
UBL.NS,United Breweries Ltd.,Fast Moving Consumer Goods
UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods
USHAMART.NS,Usha Martin Ltd.,Capital Goods
VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables
VMART.NS,V-Mart Retail Ltd.,Consumer Services
VIPIND.NS,V.I.P. Industries Ltd.,Consumer Durables
V2RETAIL.NS,V2 Retail Ltd.,Consumer Services
VSTIND.NS,VST Industries Ltd.,Fast Moving Consumer Goods
WABAG.NS,Va Tech Wabag Ltd.,Utilities
VAIBHAVGBL.NS,Vaibhav Global Ltd.,Consumer Durables
DBREALTY.NS,Valor Estate Ltd.,Consumer Services
VTL.NS,Vardhman Textiles Ltd.,Textiles
VARROC.NS,Varroc Engineering Ltd.,Automobile and Auto Components
VBL.NS,Varun Beverages Ltd.,Fast Moving Consumer Goods
MANYAVAR.NS,Vedant Fashions Ltd.,Consumer Services
VEDL.NS,Vedanta Ltd.,Metals & Mining
VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services
VESUVIUS.NS,Vesuvius India Ltd.,Capital Goods
VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare
VINATIORGA.NS,Vinati Organics Ltd.,Chemicals
VMM.NS,Vishal Mega Mart Ltd.,Consumer Services
IDEA.NS,Vodafone Idea Ltd.,Telecommunication
VOLTAMP.NS,Voltamp Transformers Ltd,Capital Goods
VOLTAS.NS,Voltas Ltd.,Consumer Durables
WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods
WAAREERTL.NS,Waaree Renewable Technologies Ltd.,Capital Goods
WEBELSOLAR.NS,Websol Energy System Ltd.,Capital Goods
WELCORP.NS,Welspun Corp Ltd.,Capital Goods
WELENT.NS,Welspun Enterprises Ltd.,Construction
WELSPUNLIV.NS,Welspun Living Ltd.,Textiles
WESTLIFE.NS,Westlife Foodworld Ltd.,Consumer Services
WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables
WIPRO.NS,Wipro Ltd.,Information Technology
WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare
YESBANK.NS,Yes Bank Ltd.,Financial Services
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components
ZAGGLE.NS,Zaggle Prepaid Ocean Services Ltd.,Information Technology
ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods
ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology
ZYDUSLIFE.NS,Zydus Lifesciences Ltd.,Healthcare
ZYDUSWELL.NS,Zydus Wellness Ltd.,Fast Moving Consumer Goods
ECLERX.NS,eClerx Services Ltd.,Services
EMUDHRA.NS,eMudhra Ltd.,Information Technology
